Pengguna,Waktu,Ulasan
,"2023-07-02 10:07 | Variasi: SC-735,5 METER",Semoga awet ya tp blm di coba
c*****u,"2026-04-12 12:39 | Variasi: SC-733 HITAM,5 METER",
,"2025-05-10 10:42 | Variasi: SC-733,10 METER",
,"2025-05-02 15:51 | Variasi: SC-733,10 METER",
a*****h,"2023-06-03 17:40 | Variasi: SC-734,10 METER, SC-734,1.5 METER",Kualitas barang nya lumayan bagus dan pengiriman barang nya cepat
f*****s,"2025-07-07 11:33 | Variasi: SC-735,1.5 METER","berfungsi dengan baik, harga terjangkau, kabel tebel"
,"2025-05-22 18:10 | Variasi: SC-733,3 METER, SC-733,1.5 METER",sangat membantu cocok untuk semuany
,"2025-04-12 18:51 | Variasi: SC-734,3 METER","Stop kontak bekerja dengan baik, puas"
m*****_,"2024-04-28 12:32 | Variasi: SC-732,1.5 METER",pas banget buat di bawa traveling kemana2
,"2024-07-29 10:20 | Variasi: SC-734,10 METER",bagus banget
,"2025-05-27 18:30 | Variasi: SC-735,5 METER","Kabel rollnya sudah sampai dengan baik dan aman, packagingnya bagus dan pengiriman lumayan cepat. Terima kasih seller"
,"2025-05-07 18:05 | Variasi: SC-733,5 METER, SC-734,5 METER, SC-733,1.5 METER",BAGUS! gitu si kata mami aku trs berfungsi semua udah di coba juga
e*****2,"2025-09-04 07:49 | Variasi: SC-734,10 METER","Bagus banget, tebal, panjang, awet banget sih kalo pakek ini"
,"2024-03-10 17:29 | Variasi: SC-733,1.5 METER",Ketiga lubangnya berfungsi dengan baik
,"2025-05-26 12:57 | Variasi: SC-734,5 METER",Makasih barang sampai dgn aman dan sesuai g ada barang yg cacat atau rusak Alhamdulillah tokonya amanah rekomendasi banget buat kalian bakal langganan trus di sini 😁🙏
n*****_,"2025-03-08 20:22 | Variasi: SC-734,3 METER","Beroperasi dengan baik, sangat berguna untuk penggunaan sehari2 karena kabelnya yang panjang dan harga maupun kualitas oke bangett, pembelian yang kedua.
Kalo butuh lagi otw balik ke toko ini"
,"2024-08-06 17:18 | Variasi: SC-735,3 METER","barang berfungsi dengan bener semoga awet bertahan lama kabel tidak ada yg putus, kabel daleman pakai tembaga pasti kuat dan tahan lama, begitu juga kabel berfungai dan tahan lama kuat tidak ada yang putus. next order kelistrikan lainnya,seller juga fast respon banget barang cepet sampe"
,"2025-05-10 06:19 | Variasi: SC-732,5 METER",Murah kualitas tapi oke berat bgt kabel juga bagus no Abal abal
,"2025-06-18 17:21 | Variasi: SC-732,1.5 METER",Barang sudah sampai dengan selamat. Paking aman. Terimaksih banyak
x*****y,"2024-11-19 16:55 | Variasi: SC-735,10 METER",
,"2024-06-27 14:11 | Variasi: SC-733,3 METER","Bahan nya bagus,kabelnya pun ga keras, best deh pokonya,semoga awet dan bsa kepake lama"
s*****m,"2026-04-10 10:23 | Variasi: SC-735 HITAM,5 METER",
s*****l,"2025-04-28 19:56 | Variasi: SC-733,5 METER",rekom dengan harga segitu murah sih
,"2026-02-28 14:55 | Variasi: SC-734,10 METER, SC-732,1.5 METER",Stop kontaknya kokoh dan berfungsi dengan baik
s*****_,"2025-04-08 11:35 | Variasi: SC-735,5 METER","Alhamdulillah paket sudah sampai dengan sesuai pesanan, packing sangat aman dengan bubble wrap yang tebal, barang juga berfungsi dengan baik.Terima kasih kepada shopee dan tokonya"
h*****8,"2025-03-15 11:04 | Variasi: SC-732,3 METER, SC-735,10 METER, SC-733,5 METER",biarkan bintang berbicara..
o*****2,"2025-05-16 11:11 | Variasi: SC-734,5 METER","Bagus, pengiriman cepat. Semoga awet"
,"2024-12-18 08:56 | Variasi: SC-734,5 METER",Real pict pokonya mah👌
u*****3,"2025-05-29 17:43 | Variasi: SC-734,1.5 METER","Barang bagus, sesuai pesanan. Semoga awet. Terima kasih seller. Sukses terus👍"
a*****a,"2026-04-12 14:22 | Variasi: SC-734 HITAM,10 METER",
,"2025-06-10 20:04 | Variasi: SC-734,3 METER",
i*****e,"2025-06-17 12:45 | Variasi: SC-735,5 METER",
v*****a,"2025-02-07 13:37 | Variasi: SC-733,3 METER",Produk sesuai pesanan. Stop kontak berfungsi dgn baik. Packing aman. Mantap 🫰
,"2023-07-09 12:44 | Variasi: SC-732,3 METER",Sesuai . Dan beroperasi dengan baik sekali
,"2025-05-16 02:31 | Variasi: SC-735,10 METER",
,"2025-06-04 19:21 | Variasi: SC-734,10 METER","Sangat berfungsi sekali, barang aman dan sangat rekomendasi. Terimakasih"
e*****a,"2025-04-27 18:40 | Variasi: SC-734,3 METER",Membantu untuk menyambungkan listrik di tempat yg sulit terjangkau
i*****a,"2024-08-29 21:08 | Variasi: SC-733,1.5 METER","salah beli ukuran, tapi yang penting tetap berfungsi dengan baik dan paket sampai dengan aman"
z*****r,"2025-05-02 22:46 | Variasi: SC-734,3 METER","Paket sdh tiba dgn baik di packing dgn buble tebal
Respon seller positif dan responsif
Kurir senyum mlolo dan ramah
Thnks"
,"2025-03-10 19:40 | Variasi: SC-735,10 METER",Murah bagus pengiriman lumayan cepat. Sudah order bbrpa kali di toko ini. Masih berfungsi dgn baik setelah pemakaian lbh dari 1 thn.
r*****2,"2024-10-29 22:18 | Variasi: SC-732,1.5 METER","Pesanan sudah sampai dengan baik, pengiriman cepat dan Amanah, untuk kurir Ramah.Tq seller 🤝😎"
d*****3,"2025-05-05 19:51 | Variasi: SC-733,3 METER",Terimakasih sudah amanah semoga tokonya makin berkah🙏
,"2023-06-14 16:35 | Variasi: SC-735,5 METER","Cepet bgt pengirimannyaa, semoga awet terus"
n*****5,"2025-03-30 16:26 | Variasi: SC-733,1.5 METER",Bagus bermanfaat terimakasih 🥰🥰
j*****n,"2025-07-15 12:33 | Variasi: SC-734,5 METER",Pesanan sudah tiba dengan cepat Dan sesuai. Mantap. Sukses selalu 👍🙏
,"2026-02-08 14:22 | Variasi: SC-734,5 METER","Sesuai deskripsi, semoga awet ya. Terima kasih seller"
,"2025-04-17 11:35 | Variasi: SC-735,10 METER, SC-734,5 METER",Untuk colokan harus tambah T lagi lubang terlalu besar
m*****1,"2025-11-06 11:13 | Variasi: SC-734,1.5 METER",
k*****a,"2025-08-04 18:10 | Variasi: SC-732,1.5 METER",Pengemasan ok respon cepat ramah packing good bubble wrap tebal dan berkualitas
l*****_,"2025-05-28 16:36 | Variasi: SC-735,3 METER, SC-734,1.5 METER, SC-733,1.5 METER",Bagus bagus
d*****n,"2026-04-11 14:55 | Variasi: SC-734,3 METER, SC-733,3 METER",Mantap
,"2025-05-09 14:43 | Variasi: SC-733,5 METER",Semua bagus pada waktu nya
,"2025-03-07 11:37 | Variasi: SC-733,3 METER",Berfungsi dengan baik
,"2025-11-21 12:59 | Variasi: SC-733,1.5 METER",harga terjangkau.. baik
s*****1,"2025-05-27 13:02 | Variasi: SC-734,5 METER",
,"2024-05-26 21:31 | Variasi: SC-735,5 METER",Sampai dengan bagus dan baik tanpa kekurangan apapun. Hanya saja agak lama sampai nya dan malam malam. Tapi selebihnya ok Terimakasih Seller Terimakasih Kurir. Sehat & Sukses Selalu
,"2025-05-17 17:13 | Variasi: SC-733,1.5 METER","Barang sudah sampai dengan aman, semoga awet untuk jangka panjang"
m*****n,"2026-02-25 22:28 | Variasi: SC-734,3 METER","terima kasih seller, barang bergungsi dengan baik"
,"2025-05-24 05:32 | Variasi: SC-734,5 METER",Memudahkan kitaaaa untuk cas hp bareng wkwk
a*****1,"2023-08-17 14:41 | Variasi: SC-735,5 METER","pengiriman nya cepet banget, harga nya murah, kualitas nya oke, packing aman"
,"2025-01-04 17:50 | Variasi: SC-734,5 METER",
s*****i,"2024-07-06 21:07 | Variasi: SC-734,10 METER","Maaf baru ngasih ulasan lupa, ga nyesel sesuai pesanan kabelnya jg lumayan tebel dan panjang toko amanah sukses trus"
,"2025-06-19 21:52 | Variasi: SC-732,3 METER","Barang sampai sesuai pesanan dan berfungsi dengan baik, pengiriman aman, bubblewrap sangat tebal jadi aman next order lagi di toko ini, makasih seller"
,"2025-05-21 14:58 | Variasi: SC-735,5 METER","Berfungsi dan nyala lampu nya, bagus, pengiriman lumayan cepet"
,"2025-07-19 17:47 | Variasi: SC-732,3 METER","Fungsi memberikan manfaat sesuai dengan deskripsi 
Panjang cukup memuaskan untuk penggunaan sehari-hari 
Penerangan memberikan cahaya yang cukup"
t*****g,"2025-04-12 14:24 | Variasi: SC-734,3 METER",Barang sudah sampai dengan baik dan pengiriman sangat cepat. Terimakasih
t*****9,"2025-05-07 18:05 | Variasi: SC-734,5 METER, SC-733,1.5 METER","Alhamdulillah sudh diterima dengan baik dan berfungsi dengan baik, semoga umurnya panjang. Aamiin"
,"2025-11-19 05:59 | Variasi: SC-733,1.5 METER","Cukup membantu untuk travelling yang rame-rame, ga kepanjangan tapi udah bisa buat charge hp tanpa gantian krn power supply cuma 1 titik"
,"2026-01-22 20:10 | Variasi: SC-733,3 METER",Bgus murah dan berkualitas premium
,"2024-03-07 16:58 | Variasi: SC-735,1.5 METER",Mksh seller sangatt bagus bisaa di gunakan dgn baek
,"2025-04-06 10:40 | Variasi: SC-732,3 METER, SC-734,1.5 METER","seller gercep, semoga awet. makasih kak!🫶🏽"
,"2025-02-24 20:31 | Variasi: SC-734,10 METER",Siap pasang
s*****m,"2025-05-21 06:20 | Variasi: SC-733,5 METER","Cepet nyampenya, berguna banget buat anak kost-an gini, semoga awet & aman2 selalu"
a*****_,"2024-01-23 09:14 | Variasi: SC-732,3 METER","bagus dih kayak kabel pada umumnya, kirimnya juga cepet. sesuai juga emang mesennya yang 3 m. bubble warpnya tebel"
,"2026-04-15 11:21 | Variasi: SC-733,3 METER, SC-732,3 METER",
m*****o,"2025-05-17 17:30 | Variasi: SC-733,5 METER","Pengiriman cepat, packing nya aman banget bublewrap nya tebe belum di coba bismillah semoga berfungsi dengan baik, terimakasih seller terimakasih shopee."
,"2025-05-14 21:38 | Variasi: SC-733,3 METER, SC-734,3 METER","Sesuai pesanan muantap👍 stop kontok 4 lubang,,semoga aweet kuat panas👍"
m*****3,"2023-04-27 21:04 | Variasi: SC-735,5 METER, SC-735,3 METER","Belum dicoba, secara packing aman
secara produk yg lain yg sudah dicoba semua bisa digunakan."
d*****1,"2025-03-31 09:42 | Variasi: SC-733,3 METER",Alhamdulillah berfungsi dengan baik
,"2025-05-26 16:44 | Variasi: SC-734,5 METER, SC-734,10 METER",Alhamdulillah barang nya sudah sampai pengiriman cepat sesuai dengan jadwal
a*****1,"2024-08-05 15:45 | Variasi: SC-735,10 METER","Pengemasan baik, pengiriman cepat, barang berfungsi dengan normal"
m*****a,"2024-07-29 20:17 | Variasi: SC-732,1.5 METER","Kualitas cukup bagus, semoga awet"
,"2025-05-15 01:17 | Variasi: SC-734,5 METER",Brg sesuai . Pcking bagus.kurir ramah
m*****2,"2025-05-05 21:22 | Variasi: SC-735,3 METER","Semoga awet dan tahan lama ya, pengiriman lumayan cepet"
,"2026-04-07 19:14 | Variasi: SC-734 HITAM,5 METER","Kualitas bahannya bagus banget, build qualitynya juga kokoh tidak yang rapuh gitu, Thanks for this product."
n*****r,"2025-05-07 15:51 | Variasi: SC-733,3 METER","Paket di terima dengan baik dan sesuai Pict. Pakingan rapi dan aman.

Proses Pengemasan dan Pengiriman juga cepat sampainya.

Sudah di coba dan moga awet.

Tengkyu Seller, sukses terus."
,"2024-08-08 17:01 | Variasi: SC-732,1.5 METER","Packing baik dan rapi
Kiriman cepat
Pelayanan baik
Barang mutu bagus"
,"2025-04-19 14:12 | Variasi: SC-735,10 METER","Alhamdulillah udh samapi kabelnya, makasih ka"
,"2025-07-23 08:59 | Variasi: SC-732,3 METER, SC-733,1.5 METER","Pengiriman ok
Pesanan sesuai
Harga bersahabat
Fungsi normal semua
Seller ramah
Sukses buat tokonya"
,"2025-04-27 08:09 | Variasi: SC-734,3 METER","Packig aman, barang berfungsi dengan baik..

Sukses selalu seller, terimakasihh❤️❤️❤️❤️"
,"2024-02-27 16:34 | Variasi: SC-735,5 METER","Kualitas produk baik,  pengemasan rapih. Terima kasih"
d*****2,"2025-03-30 16:51 | Variasi: SC-732,3 METER","Alhamdulillah sudah sampai barangnya, cepat banget, tokonya fast respond, makasih seller"
,"2024-08-15 14:48 | Variasi: SC-735,10 METER",baguss warnanya juga cantikkk harus aga ditekan ya masi baru soalnyaa tapi malah bikin aman si
,"2025-05-27 14:26 | Variasi: SC-733,3 METER",Sangat berguna
,"2025-06-20 17:32 | Variasi: SC-735,1.5 METER",Barng CPT sampe terimakasih 🙏🙏
t*****5,"2025-05-17 13:00 | Variasi: SC-732,1.5 METER","Bagus buat colokan tambahan, Kabelnya juga gede gak kecil. Ppppp"
,"2024-07-20 12:14 | Variasi: SC-733,3 METER","Semua berfungsi baik , pengiriman cepat , barang bagus harga terjangkau"
r*****3,"2025-06-19 22:34 | Variasi: SC-734,5 METER","aman, takut ga sesuai kaya penilaian lainnya karna ini co disuruh kantor, males banget kalo sampe barang nya rusak"
,"2025-06-10 18:30 | Variasi: SC-735,3 METER",Bagus realpict sesuai deskripsi dan difoto
,"2025-05-04 19:08 | Variasi: SC-735,3 METER",Alhamdulillah pengiriman cepat bru kemaren pesen hri ini sudah datang tokonya amanah
m*****3,"2025-05-15 17:54 | Variasi: SC-734,5 METER",Original dan berfungsi dengan baik
v*****y,"2024-02-10 18:11 | Variasi: SC-734,3 METER",Terbaik ini asli parah barang cepat sampai dan sesuai dengan ke inginan terima kasih banyak lur
,"2025-07-17 08:20 | Variasi: SC-734,5 METER",Kabel stop kontaknya berfungsi dengan baik..pengiriman juga cepat dan aman.. recomended seller 👍🏻
w*****e,"2023-04-28 22:39 | Variasi: SC-735,10 METER","Panjang banget, + banyak colokannya"
d*****a,"2025-10-02 10:17 | Variasi: SC-733,5 METER",berfungsi baik 👍
,"2025-03-26 14:56 | Variasi: SC-732,1.5 METER","Barang diterima dalam keadaan bagus..
Semoga awet👍👍👍🥰🥰🌹"
,"2024-08-15 12:33 | Variasi: SC-735,10 METER",Alhamdulillah paket sudah sampai pengiriman cepat harganya lumayan bersaing kualitas bagus terimakasih
,"2025-06-22 19:37 | Variasi: SC-735,10 METER",Alhamdulillah... Barangnya sudah sampai... Berfungsi dengan baik... Terima kasih shopee dan seller...
s*****2,"2025-04-30 05:37 | Variasi: SC-732,3 METER","berfungsi  dgn baik, so far gaada kendala aman aja. thanks seller"
,"2025-04-26 10:42 | Variasi: SC-734,5 METER",pengiriman cpt shari nyampe barang aman gaada minus thanks seler🥰
o*****4,"2025-10-16 10:31 | Variasi: SC-734,3 METER",Sesuai dengan yang tertera pada deskripsi seller..teria kasih..
,"2025-01-25 11:27 | Variasi: SC-732,1.5 METER","terimakasih bangett karnaa sudahh cepat dikirimmm, sangat membantuuu"
,"2023-07-07 19:52 | Variasi: SC-735,10 METER",Bagus sih barangnya oke cahanya juga terang suka oke bangett sihh kapankapan beli lagi semoga awet dan next order lagi makash dan cpet sampek jg oke banget
,"2026-03-31 15:02 | Variasi: SC-732,3 METER",Beli lagi di toko ini respon baik
,"2025-01-05 21:03 | Variasi: SC-733,3 METER",Oke lah. Berfungsi dgn baik. Semoga awet
,"2025-05-27 22:33 | Variasi: SC-735,5 METER","Alhamdulillah pesanan telah tiba.. Barangnya bagus material plastiknya tebal dan bagus.. Terimakasih Shopee, penjual dan kurir.. Semoga jualan nya makin laris dan tetap amanah.. 🙏"
,"2025-06-03 14:11 | Variasi: SC-733,5 METER",Alhamdulillah Sampai dg cepat berfungsi dengan baik Langsung nyala tidak ada kendala trimakasih kurir yg ramah dan seller yg baik sudah menjual barang dengan baik
d*****s,"2024-08-22 07:51 | Variasi: SC-735,1.5 METER",stop kontaknya berfungsi dengan baik. produk original. pengemasan baik. pengiriman juga cepat pokoknya makasih buat semuanya.
e*****7,"2025-05-26 11:55 | Variasi: SC-732,3 METER","Barang bagus sesui etalaze & brefungsi dgn baik...
Cuma panjangnya tidak sampai 3 meter"
,"2025-04-09 05:50 | Variasi: SC-734,3 METER, SC-735,5 METER","Harga murah, pengiriman cepat, packing aman, jumlah pas, Seller baik, toko amanah dan mas kurir ramah.. Terima kasih ya"
,"2025-08-30 09:57 | Variasi: SC-732,1.5 METER",Buruan CO bahannya kuat
s*****9,"2025-05-15 12:02 | Variasi: SC-735,3 METER","Next keknya aku mau beli yg 5M dehh soalnya yg 3M ternyata terlalu mepett buat dikmr ku🫠
Tapi not bad lahh masih di kepake dan terpasang dengan baik"
,"2024-07-26 13:11 | Variasi: SC-732,3 METER","Paket sesuai pesanan, harganya juga murah, belum d cobain semoga awet ya, terimakasih"
,"2023-08-24 13:59 | Variasi: SC-734,5 METER",Bagus....sebenarnya awet udah 3x beli disini...Pengemasan sangat aman...Pengiriman sangat cepat malam bayar eh pagi ini sampai...
i*****9,"2023-12-04 11:39 | Variasi: SC-734,5 METER","4 colokan yg terdapat pada stop kontak semuanya berfungsi, lampu indikator dan saklarnya berfungsi, pokonya bagus
semoga ripiunya membantu y"
,"2025-04-29 22:13 | Variasi: SC-734,5 METER",Bagus. Semoga aweet
h*****2,"2025-10-02 19:48 | Variasi: SC-735,1.5 METER","Barang sudah sampai dengan selamat
Sesuai deksripsi spesifikasi
Seller amanah ramah tamah
Overall bagus
Terima kasih"
,"2025-05-16 20:04 | Variasi: SC-733,3 METER",Seluruh lubang steker berfungsi dg baik. Tombol on off sesuai fungsi. sudah ber SNI. Mudah2an awet
p*****9,"2025-02-22 14:24 | Variasi: SC-734,1.5 METER, SC-733,1.5 METER","Baru kasih ulasan 🙏🏻.. amanah selalu seller
Makasih seller, makasih shopee
Berkah selalu 
😉"
,"2025-05-16 18:01 | Variasi: SC-734,10 METER","Pesen kemarin malam sekarang sudah datang, pengirimannya cepet banget dan sangan memuaskan, kabelnya juga Bagus dan semoga awet"
,"2025-08-05 21:13 | Variasi: SC-732,1.5 METER","Terima kasih, barang telah sampai dalam kondisi baik dan benar. Pengemasan bagus dan aman. Recommended seller👍"
,"2024-12-21 20:32 | Variasi: SC-734,5 METER","Sangat bermanfaat bisa ngecas bbrp device. Saya kurang tau apakah aman dipakai jangka panjang. Tetapi, sehari pemakaian bagus dan berfungsi dengan baik. Hanya saja, perlu menekan ke dalam colokan supaya bisa ngecas dan agak keras ketika harus ditekan ke dalam colokannya."
,"2025-04-19 21:29 | Variasi: SC-734,3 METER",Pengiriman lumayan cepat🚀⚡ barang sampai dengan baik 👌👍 terimakasih 🙏🥰 sukses terus kak🤲💕
l*****1,"2025-09-17 22:06 | Variasi: SC-733,5 METER",
d*****i,"2025-06-07 19:03 | Variasi: SC-733,5 METER","Mudah-mudahan awett, terimakasih banyak yaa kakakk"
,"2025-06-08 11:27 | Variasi: SC-733,10 METER",
p*****_,"2026-02-25 16:17 | Variasi: SC-733,10 METER","Alhamdulillah, barangnya sudah sampai dengan selamat.. sesuai pesanan.. pengiriman sangat cepat.. packing aman dan rapi.. sudah order ke-3x.. semoga awet, bermanfaat dan berkah.. terimakasih seller, shopee dan mas kurir 🙏"
,"2025-08-04 20:16 | Variasi: SC-735,3 METER",oke lah
,"2025-06-23 01:13 | Variasi: SC-733,3 METER",tidak ada komentar untuk artikel ini terakhir kali aku bertemu dengannya dan tidak ada masalah kipas angin kencang
,"2025-06-24 23:28 | Variasi: SC-733,3 METER","Bahannya enteng, semoga awet deh. ga terlalu komplain dengan harga segitu"
,"2025-03-28 02:16 | Variasi: SC-735,10 METER, SC-735,5 METER","Terima kasih paketnya sudah saya terima dengan baik, barangnya sesuai dengan pesanan👍🏻"
,"2024-07-14 16:02 | Variasi: SC-735,5 METER",Alhamdulillah barang sampe dan kondisi baik tidak ada masalah
,"2024-06-30 17:14 | Variasi: SC-734,10 METER",
l*****a,"2025-06-09 14:10 | Variasi: SC-735,5 METER","sesuai pesanan, terimakasih banyak seller😻💯"
,"2025-04-05 16:50 | Variasi: SC-733,5 METER",Terimakasih barang sudah diterima dg baik sesuai dengan pesanan sukses buat tokonya n Shopee
k*****q,"2025-05-05 00:43 | Variasi: SC-734,3 METER","stop kontaknya bagus, simple, dan ringan"
n*****6,"2024-03-13 11:04 | Variasi: SC-734,10 METER","Terima kasih, barang sampai sesuai pesanan. Warnanya bagus banget sesuai dengan pesanan, panjang bgt 10 meter tp gpp, sukses terusss"
,"2025-06-11 23:30 | Variasi: SC-732,1.5 METER",Bekerja dengan baik tpi maaf lubang yg satu ga bisa msuk🙏
r*****h,"2025-10-20 11:53 | Variasi: SC-732,3 METER",
,"2025-05-07 21:33 | Variasi: SC-734,3 METER",Kabel olor 4 lubang 3 meter.. packaging aman lapis bubblewrap..  berfungsi dengan baik.
,"2024-05-08 23:53 | Variasi: SC-734,5 METER",Pengiriman cepat dan barang bagus bisa berfungsi dengan baik dan sangat berguna sekali
j*****k,"2023-09-17 15:08 | Variasi: SC-733,1.5 METER","Intinya ini produk chakepp udah SNI juga, produk Indonesia punya nih boss,, bisa buat extender kan kayak punya saya nih, mau main HP sambil lasehan di lantai bisa pake ini sambil ngechas, soalnya kalo mau ngecharge sambil berdiri biasanya."
