Ulasan,Kategori
"Harga murah, pengiriman cepat, packing aman, jumlah pas, Seller baik, toko amanah dan mas kurir ramah.. Terima kasih ya",Elektronik
Buruan CO bahannya kuat,Elektronik
"Next keknya aku mau beli yg 5M dehh soalnya yg 3M ternyata terlalu mepett buat dikmr ku🫠
Tapi not bad lahh masih di kepake dan terpasang dengan baik",Elektronik
"Paket sesuai pesanan, harganya juga murah, belum d cobain semoga awet ya, terimakasih",Elektronik
Bagus....sebenarnya awet udah 3x beli disini...Pengemasan sangat aman...Pengiriman sangat cepat malam bayar eh pagi ini sampai...,Elektronik
"4 colokan yg terdapat pada stop kontak semuanya berfungsi, lampu indikator dan saklarnya berfungsi, pokonya bagus
semoga ripiunya membantu y",Elektronik
Bagus. Semoga aweet,Elektronik
"Barang sudah sampai dengan selamat
Sesuai deksripsi spesifikasi
Seller amanah ramah tamah
Overall bagus
Terima kasih",Elektronik
Seluruh lubang steker berfungsi dg baik. Tombol on off sesuai fungsi. sudah ber SNI. Mudah2an awet,Elektronik
"Baru kasih ulasan 🙏🏻.. amanah selalu seller
Makasih seller, makasih shopee
Berkah selalu 
😉",Elektronik
"Pesen kemarin malam sekarang sudah datang, pengirimannya cepet banget dan sangan memuaskan, kabelnya juga Bagus dan semoga awet",Elektronik
"Terima kasih, barang telah sampai dalam kondisi baik dan benar. Pengemasan bagus dan aman. Recommended seller👍",Elektronik
"Sangat bermanfaat bisa ngecas bbrp device. Saya kurang tau apakah aman dipakai jangka panjang. Tetapi, sehari pemakaian bagus dan berfungsi dengan baik. Hanya saja, perlu menekan ke dalam colokan supaya bisa ngecas dan agak keras ketika harus ditekan ke dalam colokannya.",Elektronik
Pengiriman lumayan cepat🚀⚡ barang sampai dengan baik 👌👍 terimakasih 🙏🥰 sukses terus kak🤲💕,Elektronik
"Mudah-mudahan awett, terimakasih banyak yaa kakakk",Elektronik
"Alhamdulillah, barangnya sudah sampai dengan selamat.. sesuai pesanan.. pengiriman sangat cepat.. packing aman dan rapi.. sudah order ke-3x.. semoga awet, bermanfaat dan berkah.. terimakasih seller, shopee dan mas kurir 🙏",Elektronik
oke lah,Elektronik
tidak ada komentar untuk artikel ini terakhir kali aku bertemu dengannya dan tidak ada masalah kipas angin kencang,Elektronik
"Bahannya enteng, semoga awet deh. ga terlalu komplain dengan harga segitu",Elektronik
"Terima kasih paketnya sudah saya terima dengan baik, barangnya sesuai dengan pesanan👍🏻",Elektronik
Alhamdulillah barang sampe dan kondisi baik tidak ada masalah,Elektronik
"sesuai pesanan, terimakasih banyak seller😻💯",Elektronik
Terimakasih barang sudah diterima dg baik sesuai dengan pesanan sukses buat tokonya n Shopee,Elektronik
"stop kontaknya bagus, simple, dan ringan",Elektronik
"Terima kasih, barang sampai sesuai pesanan. Warnanya bagus banget sesuai dengan pesanan, panjang bgt 10 meter tp gpp, sukses terusss",Elektronik
Bekerja dengan baik tpi maaf lubang yg satu ga bisa msuk🙏,Elektronik
Kabel olor 4 lubang 3 meter.. packaging aman lapis bubblewrap..  berfungsi dengan baik.,Elektronik
Pengiriman cepat dan barang bagus bisa berfungsi dengan baik dan sangat berguna sekali,Elektronik
"Intinya ini produk chakepp udah SNI juga, produk Indonesia punya nih boss,, bisa buat extender kan kayak punya saya nih, mau main HP sambil lasehan di lantai bisa pake ini sambil ngechas, soalnya kalo mau ngecharge sambil berdiri biasanya.",Elektronik
Barang bagus tokoh amanah Nex order LG sukses selalu buat smua,Elektronik
Bagus bahannya juga bagus berkualitas,Elektronik
"Brang sudah sampai dengan aman, harga sangat ok, brang bagus, berfungsi dengan baik, ukuran sesuai, semua ok ...",Elektronik
Kemasan sangat aman pengiriman cepat dan alat berfungsi dg baik. Tks seller,Elektronik
Keren barangnya suka bermanfaat,Elektronik
Alhamdulillah stop kontak + kabel 3 meternya oke .... terima kasih berkah selalu,Elektronik
Paket di terima dengan baik.. Jasa pengiriman cepat.. Packing rapi,Elektronik
"Pesanan berfungsi dengan baik, kualitas bahan cukup kuat dn awet",Elektronik
Sudah beli yg kedua kali...buat dipake di kantor lumayan panjang nya 5 M dg harga segitu...sepadan lah...Pengemasan aman dan rapih...pengepakan jg cepat...kurirnya jg cepat..,Elektronik
Barang sesuai pengiriman cepat packing aman pokoknya termina nya mantap berfungsi dengan baik kabel nya panjang jug,Elektronik
"Stop kontak kabel 4 lubang dengan panjang 10 meter, belum d coba semoga bs berfungsi dengan baik",Elektronik
"Barang bagus, dan berfungsi dengan baik. Kabel panjang sesuai deskripsi. Semoga awet ya. Terimakasih respon penjual cepat dan waktu pengiriman cepat. Terimakasih seller",Elektronik
Udah d coba udah di pake bagus,Elektronik
"pokoknya okokok, 10m bjir, panjang banget, nyampe rumah tetangga",Elektronik
"barang yg sampai bagus, kualitas juga ok, lubang colokan tidak kendor, thanks seller 👍",Elektronik
"Terimakasih seller sudah dikirim sesuai pesanan, berfungsi dengan baik, sukaa, terimakasih",Elektronik
"Langganan beli disini, Produk Bagus SNI
Build Quality OK, harga murah namun sebanding kualitas
Produk Baru, sesuai dengan deskripsi dan pesanan
Packing Rapih dan Aman
Respon Cepat
Recommended",Elektronik
"Barang sudah sampai dan berfungsi, mudah mudahan awet",Elektronik
Barang sesuai pesanan cepat sampai tujuan sangat membantu..cocok untuk perangkat di rmh sangat aman kabel kuat dan kokoh,Elektronik
"Colokkannya pas sesuai deskripsi, awal beli langsung dipake gak ada masalah.. sangat bagus 👍😊",Elektronik
Semoga bisa awet untuk pemakaiannya,Elektronik
Kirim ccepat. Bungkus baik. Moga awet terpakai. Harga standar. Moga tahan,Elektronik
sesuai pesanan makasih seller berguna untuk tambahan daya,Elektronik
"Tokonya amanah sesuai gambar,udah di coba berfungsi dengan baik,pengiriman cepat sekali,order malam besok sore sampe (1 hari),jangan ragu beli di toko ini harga murah kualitas no.1 mantap Oi",Elektronik
Alhamdulillah paketnya sudah nyampe terimakasih min,Elektronik
"Masya Allah bagus nya ,gak kendor dan semoga awet ,pengiriman cepat harga murah makasiih sukses selalu",Elektronik
Panjangnya pas untuk ke semua sisi kamar. Jadi ga bete lagi klu talinya kepanjangan,Elektronik
Sesuai,Elektronik
Ini adalah toko langgananku kalau mau cari stop kontak yang awet gitu dan udah pembelian ke berapa ya ketiga deh kalau nggak salah yang pertama itu buat di yang pertama yang kedua aku beli buat di rumah terus yang ketiganya tuh aku pakai untuk di kos dan itu awet banget sampai sekarang bisa dilihat kondisinya masih bagus terus berfungsi dengan baik,Elektronik
"Mantap beli di online lebih murah dr pada di toko biasa dan tentunya praktis, semoga barang tahan lama dan awet",Elektronik
"Sampai sesuai dengan pesanan
Harga murah, kualitas baik
Berfungsi dengan baik 
Pengiriman cepat
Makasih ka",Elektronik
Barangnya ori berlabel SNI,Elektronik
Harga murah dan kualitas sesuai harga lah dan berfungsi dgn baik semoga awet,Elektronik
Mendarat dengan aman,Elektronik
"Barang sudah sampai 
Pengiriman cepat dan aman 
Packing rapi",Elektronik
Terima kasih stopkontak dan kabel sudah bisa digunakan dengan baik,Elektronik
Berfungsi dengan bagus dan bisa digunakan dikasih free bubble warp jadi colokannya aman dan dapat digunakan thank you,Elektronik
Murah bagi saya tidak menguras isi dompet saya yu yang lain merapat aja k toko ini murah,Elektronik
"Hmm panjang kabel tidak sesuai tapi okelah, trus lubang colokannya cepet longgar, buah ngecas hape longgar, tapi untuk colokan setrika magic com pas",Elektronik
Bahannyabkokoh dan tidak ringkih. Mantap.,Elektronik
Paket sudah sampai dan sudah diterima barang Dateng sesuai dengan pesanan ukuran pas dan colokannya berfungsi semua semoga awet,Elektronik
Pengiriman cepat realpic terima kasih seller kurir dan Shopee,Elektronik
Mantap co pas diskon dpt harga mumer,Elektronik
"Barang diterima dengan baik dan sesuai, terima kasih seller dan kurir",Elektronik
"Barang sudah sampai dan panjang yang pas nyampe kamar aku 
Terima kasih",Elektronik
"Barangnya mantap, sangat keren, sangat berguna sekali, pokonya ga nyesel beli ini, keren abis, ga ada yg nandingin, a nyesel deh beli disini, mantap juritap, anaku seneng banget, stecu ppopo maripopo tiktok facebookk , instagram",Elektronik
"Barang berfungsi semua, tidak ada yg mati, terimakasih",Elektronik
"Terima kasih pesanan sudah sampai 🙏
Semoga awet dan berkualitas aamiin 🙏",Elektronik
Terima kasih kak paket nya SDH sampai dan sesuai ekspektasi 🥰🙏,Elektronik
"Bagus, kabelnya panjang dan berfungsi dg baik",Elektronik
Untuk harga segitu rekomen deh men temen siap saji ko,Elektronik
"Sesuai pesanan dan berfungsi dengan baik semoga awet, pengiriman juga cepat ☺",Elektronik
Rekomendasi murah barang cepat sampai😍,Elektronik
"Produk baik, packing rapih, pengiriman cepat
Thanks seller dan shopeee",Elektronik
"sudah sampai, pengirimannya lumayan cepatt jugaaaa
sukak deh barangnyaa, panjangnya pas, claimnya si kuningan asli+SNI semoga aja beneran yaa, semoga awet dan tahan si, baguss and worth to buyy guys 😍😍😍😍😍😍😍😍😍😍😍",Elektronik
"Pket nya sudh datang
Harga murah
Pengemasan baik
Pengiriman 2 hr
Stop kontak nya bgus td sudah di coba
Semoga awet
Kurir ramah
Terima kasih",Elektronik
"Barang sudah diterima dengan baik dan selamat.
Barang sesuai dengan harapan dan keinginan.
Barang dikemas dengan baik, bubble wrapnya tebal.
Terima kasih.",Elektronik
"Barang datang sesuai pesenan ku 👍👍 
Barang ORI harga murah , toop pokoknya",Elektronik
"Bagus, tebal dan langsung menyala, sesuai dgn deskrpsi",Elektronik
"Packing aman banget tebel cuma minus ada yg pecah ,🥴 di bagian belakang , tapi nyala semua udah di coba",Elektronik
"Bagus menurut saya, sudah saya coba satu persatu dan berfungsi dengan baik. Hanya saja untuk keawetan semoga sesuai harapan. Terimakasih untuk seller, semoga senantiasa amanah, dan responsible😄",Elektronik
Bagus dan menyala dengan baik. Berguna banget buat anak kosan yang stock kontak nya cuma sebiji 😌,Elektronik
"Barang sudah di terima, panjang 5m dengan harga yg murah, terimakasih seller",Elektronik
Berfungsi dg baik. Parah ini sih sellernya gercep bgt.. Pesen kemaren langsung dikirim dan hari ini sampe. Disaat pesanan yg lain masih dikemas.. Alhamdulillah tau aja urgent. Dapet harga promo. Reguler berasa sameday.. Pengemasan jg amna bgt tebel buble plus dus. Sukak deh. Ekspedisi jg kilat bgt spx Sukses selalu. Seller Sukses selalu.,Elektronik
ok bagus. smoga berfungsi dgn baik.,Elektronik
Semuanya sesuai pesanan,Elektronik
Fungsi nya baik digunakan pas untuk mancas hp dan lain-lain,Elektronik
"Barang sampai dg selamat, sesuai dg pesanan, barang berfungsi normal",Elektronik
"bagus, recomended, di pakai nyetrika tiap hari aman.",Elektronik
"Pulang kerja langsung unboxing. Langsung dicoba, alhamdulillaah nyala. Meakipun agak harus diteken dikit yaa colokannya, tapi berfungsi dengan baik, tombolnya juga nyala. Terima kasih seller ^^",Elektronik
Makasih kaa sesuai deskripsi dan worth it dengan harganya,Elektronik
"Fast respon penjualnya, produk yang di jual sesuai deskripsi, bagus bagus, seller rekomended. Terimakasih semoga bermanfaat untuk semuanya. Jazaakumullahu khairan",Elektronik
Alhmdulillah paket udah nyampe rumah dengan selamat terimakasih tokonya semoga sukses selalu dan tetap amanah ya bosku,Elektronik
"sampai dgn aman, barang nya berfungsi/Menyala, pengiriman cepat.",Elektronik
Barang kuat dan baik fungsi kelas,Elektronik
"sipp paketnya sudah diterima, packing aman, cepet dikirim, sesuai pesanan, brg berfungsi, trims👍",Elektronik
"Pngiriman agak lama karena ada sedang puasa
Paket dikirim dengan selamat packing rapi aman",Elektronik
"Alhamdulillah udh sampai paketnya, alhamdulillah berfungsi dengan baik jg",Elektronik
Build quality oke,Elektronik
normal semua seneng banget secepat kilat sampeknya CO payment lgsg di  serahkan ke jasa kirim jadi lgsg Bisa d pakek d saat urgent,Elektronik
"inii jugaa paket yang paling cepet sampenyaa, worth it lahh tapii aku kira 1,5 meter panjang tapii ga terlalu panjang sii tapii okee lahh *soalnya first time beli colokan kek ginii hehe",Elektronik
Sesuai pesanan muantap👍,Elektronik
Barang sampai dengan baik tetapi belum dicoba semoga berfungsi terimakasih,Elektronik
"Alhamdulillah pamet sudah sampai, mantul endulita produk berfungsi dg baik, makasih seller, Shopee dan mas kirirnya.",Elektronik
Semua bisa berfungsi dengan baik dan ukurannya juga telah sesuai dengan yang dipesa,Elektronik
"Produk sudah dicoba dan berfungsi dengan baik. Pengiriman cepat, packaging aman dan rapi",Elektronik
"Berfungsi dengan baik 
Barang sesuai dengan deskripsi 
Panjang cukup memuaskan untuk penggunaan sehari-hari",Elektronik
"Alhamdulillah paketnya udh sampai, bsa langsung di pakai colokannya dan berfungsi dengan sangat baik semua lubang colokannya, alhamdulillah toko nya amanah, sukses selalu ya buat toko nya",Elektronik
Barangnya sdh di terima berfungsi dgn baik hrg nya juga murah...makasih seller.............,Elektronik
Bagus banget ini colokannya beda dari yang lain recomended banget ini,Elektronik
Packaging aman dan bekerja dengan baik,Elektronik
"Barangnya bagus, berfungsi. Pengiriman cepat.",Elektronik
"barang sudah sampai, berfungsi dengan baik. Terimakasih olshop dan kurir",Elektronik
"Pesanan sudah saya terima dengan baik, bagus, semoga awet, terima kasih kak",Elektronik
"Nahh gini nih kalo apa apa di shoppe beli nya yg (mall) ke aslian terjamin, udh pasti bgus sih, pokonya i like deh",Elektronik
Barang sampai tujuan dengan selamat 😍,Elektronik
"Alhamdulillah barang, yang sudah saya terima Bagus san sesuai ekspektasi.
Makasih seller",Elektronik
"Bagus banget stop kontaknya, ga mudah rusak juga, kayaknya bakalan awet bangett, packingannya juga oke banget👍",Elektronik
Recommended banget untuk Buyer...,Elektronik
"Selalu langganan ditoko ini, colokannya awettt amaaan👍 pengiriman nya gercepp sekalii.",Elektronik
"Sayangnya colokannya beberapa ada yang susah untuk dicolok, agak keras dan sedikit maksa",Elektronik
Baik,Elektronik
Bagus semoga awet,Elektronik
"Dengan harga segitu kehitung terjangkau banget sih, semoga awet yaa",Elektronik
Semoga awet terima kasih!,Elektronik
Terimakasih 🙏. Paket 📦sudah saya Terima dengan baik.. Mhn maaf baru sempat nilai,Elektronik
"Pengiriman cepet, produknya baguss",Elektronik
bagus semestinya,Elektronik
mantap sesuai dengan ekspektasi,Elektronik
"Sudah sampai dengan aman,,,pengiriman cepat...manatap",Elektronik
Kebetulan dapat diskon,Elektronik
"Alhamdulillah.. paket udah saya terima dengan baik, barang real pick sesuai dengan pesanan dan hasil yang sangat memuaskan 👍👍👍",Elektronik
"Alhamdulillah barangnya sesuai, dan berfungsi untuk kabel Rollnya, terimakasih buat tokonya 🙏🙏🙏",Elektronik
"Udah dicoba, lobangnya ga kendor, dan bisa digunakan buat listrik",Elektronik
"Barang sudah sampai, bagus, sesuai harga, packing rapi dan aman, pengiriman cepat, thanks seller",Elektronik
harusnya pesennya yang 5m😅,Elektronik
Mantap,Elektronik
Paket dtg sesuai pesanan beroperasi dg baik dapat voucher langsung co alhamdulillah memuaskan,Elektronik
"Berfungsi dengan baik, semoga awet. Pengiriman cepat, terima kasih.",Elektronik
Terimakasih paket sudah sampai dengan baik,Elektronik
"Semoga awet sampe lama ya, thanks seller",Elektronik
Mantap,Elektronik
Alhamdulillah barang sudah sampai dengan selamat. Colokannya juga sudah dicoba dan alhamdulillah bekerja dengan baik. Semoga awet😊,Elektronik
"produk memuaskan. 
harga murah
seller  gercep. 
thanks ya seller",Elektronik
"Harga murah, berfungsi dengan baik dan kabelnya panjang",Elektronik
Made in Indonesia bagus bgt kualitas produk nya. Ringan. Awet,Elektronik
Pengiriman cepat dan sangat berguna terimakasih min saya suka,Elektronik
bagus selalu beli barang disini,Elektronik
"Produknya sangat bagus, harganya juga sangat terjangkau lebih murah daripada offline, Berfungsi dengan baik sesuai deskripsi, semua colokannya nyala, bahannya kokoh dan ga kopong, coloknya juga kenceng. Mantaplah",Elektronik
Alhamdulillah paket sudah sampai dengan selamat pengemasan apik harganya terjangkau sudah dipasangkan dan berfungsi dengan baik semoga awet karena tokonya mall terimakasih,Elektronik
"Berfungsi normal semoga awet dan tahan lama ternyata 1,5 meter masih kurang",Elektronik
"Mantap sesuai gambar, sesuai harga, murah tapi tidak murahan 
Semoga awettt ❤️",Elektronik
Real pict. Recommend. Next order again. Thanks seller 🙂,Elektronik
"Sudah diterima sesuai dengan pesanan, sudah dipasang dan berfungsi dengan baik, Cocok untuk alat elektronik ringan lampu dsb, respon dan proses sangat baik, terima kasih untuk Shopee dan Seller",Elektronik
"Pengiriman cepatProduk sesuai pesanan,packing aman,Produk dapat digunakan dengan baik,thanks seller",Elektronik
"Sorry to say ya saya kasih bintang 1. Baru dtg langsung di unboxing dan coba untuk di colokin dan taraaaaa keluar percikan api di stop kontaknya dan listrik dirumah langsung turun. Padahal stop kontaknya di colokin tanpa ada colokan lain di stop kontaknya ya. Masih mending kalo listriknya bisa di naikin lagi, bener bener mati listrik dong gila kali, sampe akhirnya manggil petugas PLN dan Alhamdulillah bisa di benerin. Ga lagi lagi beli di online dan murah, memang bener ada harga ada kualitas. Atau kebetulan aja lagi apes jadi ya mungkin pembeli yg lain gada masalah, masalahnya cuma di rumah saya.",Elektronik
